,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,Conversion Company,Conversion Country,Product,Conversion Region,Resource ID,Conversion Resource SubType,Resource Region,Resource Country,Resource Company,Conversion ID
40,0.0,0.0,0.0,0.12508220924732277,0.2947830294218692,0.2947830294218691,0.2947830294218691,0.2947830294218691,0.2947830294218691,0.2947830294218692,0.2947830294218691,Vantage Energy,Austria,Lithium Carbonate,Oceania,RES-1238,Spodumene,North America,China,Amber Mining,CNV-1224
41,0.06682173896817736,0.1997261244799975,0.23807348401566245,0.2844650398094333,0.34898441418722037,0.43654691621382147,0.4526349948714139,0.4348935405043154,0.4475032262832935,0.5158797689870172,0.5456304750274096,Vantage Energy,Austria,Lithium Carbonate,Oceania,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1224
42,0.0,0.0,0.0,0.5503617206882202,1.297045329456224,1.2970453294562243,1.297045329456224,1.297045329456224,1.297045329456224,1.2970453294562243,1.297045329456224,Vantage Energy,Austria,Lithium Hydroxide,Oceania,RES-1238,Spodumene,North America,China,Amber Mining,CNV-1140
43,0.29401565145998043,0.8787949477119888,1.0475233296689148,1.2516461751615062,1.5355314224237695,1.9208064313408144,1.991593977434221,1.9135315782189877,1.9690141956464908,2.269870983542875,2.400774090120602,Vantage Energy,Austria,Lithium Hydroxide,Oceania,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1140
44,0.0,0.0,0.0,0.3302170324129321,0.7782271976737345,0.7782271976737345,0.7782271976737344,0.7782271976737344,0.7782271976737344,0.7782271976737345,0.7782271976737344,Vantage Energy,Germany,Lithium Hydroxide,Germany,RES-1238,Spodumene,North America,China,Amber Mining,CNV-1050
45,0.33517784266437767,0.5272769686271933,0.6285139978013489,0.7509877050969038,0.9213188534542617,1.1524838588044886,1.1949563864605326,1.1481189469313924,1.1814085173878943,1.3619225901257253,1.4404644540723608,Vantage Energy,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1050
46,0.0,0.0,0.0,0.31270552311830696,0.7369575735546728,0.7369575735546728,0.7369575735546727,0.7369575735546727,0.7369575735546726,0.7369575735546728,0.7369575735546727,Vantage Energy,Germany,Lithium Carbonate,Germany,RES-1238,Spodumene,North America,China,Amber Mining,CNV-1057
47,0.3174032600988425,0.49931531119999367,0.5951837100391562,0.7111625995235832,0.872461035468051,1.0913672905345537,1.1315874871785347,1.0872338512607884,1.1187580657082334,1.2896994224675429,1.3640761875685237,Vantage Energy,Germany,Lithium Carbonate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1057
48,0.0,0.0,0.0,0.16510851620646605,0.38911359883686725,0.38911359883686725,0.3891135988368672,0.3891135988368672,0.3891135988368672,0.38911359883686725,0.3891135988368672,Vantage Energy,Germany,Lithium Hydroxide,Germany,RES-1238,Spodumene,North America,China,Amber Mining,CNV-1157
49,0.16758892133218883,0.26363848431359665,0.31425699890067443,0.3754938525484519,0.46065942672713084,0.5762419294022443,0.5974781932302663,0.5740594734656962,0.5907042586939472,0.6809612950628626,0.7202322270361804,Vantage Energy,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1157
50,0.0,0.0,0.0,0.0,0.9536625010756593,2.543100002868425,2.91343894078614,2.91343894078614,2.91343894078614,2.91343894078614,2.91343894078614,Cascade Materials,France,Lithium Hydroxide,Middle East & Africa,RES-1171,Spodumene,North America,Australia,Highland Corp,CNV-1065
51,0.0,0.0,0.0,0.0,1.5385755017353973,4.102868004627727,4.7003481578016375,4.7003481578016375,4.7003481578016375,4.7003481578016375,4.7003481578016375,Cascade Materials,France,Lithium Hydroxide,Middle East & Africa,RES-1052,Spodumene,Middle East & Africa,Japan,Cascade Materials,CNV-1065
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cascade Materials,France,Lithium Hydroxide,Middle East & Africa,RES-1250,Spodumene,Middle East & Africa,Serbia,Cascade Materials,CNV-1065
53,0.0,0.0,0.0,0.4353842404358766,0.3582675772923845,0.0,0.0,0.0,0.0,0.0,0.0,Cascade Materials,France,Lithium Hydroxide,Middle East & Africa,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1065
54,4.16374162838324,3.2100535106210475,3.5019296254256527,3.99222178640776,4.111953627058712,4.113441708602672,4.113441708602672,4.113441708602672,4.113441708602672,4.113441708602672,4.113441708602672,Stonebridge Holdings,Germany,Lithium Carbonate,Germany,Spot Market Lep,Brine,Spot Market Lep,Spot Market Lep,Spot Market Lep,CNV-1180
55,1.285646537886755,1.8832313928976812,2.054465380249716,2.3421034480258855,2.4123461278744442,2.4132191357135677,2.4132191357135677,2.4132191357135677,2.4132191357135677,2.4132191357135677,2.4132191357135677,Stonebridge Holdings,Germany,Lithium Hydroxide,Germany,Spot Market Lep,Brine,Spot Market Lep,Spot Market Lep,Spot Market Lep,CNV-1059
56,0.0,0.0,0.0,0.0,0.72269836563655,1.7176535314671366,1.7809542766892137,1.7111480986698884,1.7607626315059053,2.0297994879867294,2.1468577087551273,Blue Horizon Mining,Kazakhstan,Lithium Hydroxide,South America,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1197
57,0.0,0.11100567760572501,0.2514055991205397,0.3308920227312662,0.47078636390038114,0.5889097822173038,0.6106128948648734,0.5866793481153902,0.6036900450877389,0.6959312530240217,0.7360655001446149,Redwood Metals,South Korea,Lithium Hydroxide,South America,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1038
58,0.12315246491835072,0.19373434074559764,0.23093127949519254,0.3039443769406517,0.8454163023988606,1.5224656301640525,1.5785731088836212,1.5166994510937644,1.5606759688347789,1.7991404552609647,1.9028966054874985,Golden Peak Holdings,India,Lithium Hydroxide,South America,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1006
59,0.0002329921617385587,1.7089980656217125,2.597166885977425,3.821249088797399,4.7763233145731,5.960558772767826,6.392448843144842,6.359044894305663,6.3054533182759105,6.290152742470453,6.232385647717891,Amber Energy,Bolivia,Lithium Hydroxide,Bolivia,RES-1066,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1201
60,3.591139939541165e-05,0.2951449756446884,0.40841227785816603,0.48384290985767003,0.5651530093126297,0.5651530093126297,0.5651530093126297,0.5651530093126297,0.5651530093126297,0.5651530093126297,0.5651530093126296,Amber Energy,Bolivia,Lithium Hydroxide,Bolivia,RES-1226,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1201
61,0.0,0.0,0.0,0.0,0.4099169940512922,1.0931119841367793,1.2522964168266977,1.2522964168266977,1.2522964168266977,1.2522964168266977,1.2522964168266975,Amber Energy,Bolivia,Lithium Hydroxide,Bolivia,RES-1133,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1201
62,0.0,0.0,0.0,0.015151239943075347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amber Energy,Bolivia,Lithium Hydroxide,Bolivia,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1201
63,0.708529163846957,0.8408121465872724,0.9232470931594896,1.2895700879827796,1.5733238305917128,1.96341171717273,2.105676571364415,2.094673290119992,2.077020192091783,2.0719801730329697,2.0529516565753525,Amber Energy,Germany,Spodumene Concentrate,Germany,RES-1066,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1190
64,0.10920656556144683,0.14520875448503245,0.14518337284332491,0.1632841328413284,0.186161748047756,0.18616174804775604,0.186161748047756,0.18616174804775604,0.186161748047756,0.186161748047756,0.186161748047756,Amber Energy,Germany,Spodumene Concentrate,Germany,RES-1226,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1190
65,0.0,0.0,0.0,0.0,0.13502690936722367,0.3600717583125966,0.41250720811686836,0.4125072081168684,0.41250720811686836,0.4125072081168683,0.4125072081168683,Amber Energy,Germany,Spodumene Concentrate,Germany,RES-1133,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1190
66,0.0,0.0,0.0,0.00511314111496169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amber Energy,Germany,Spodumene Concentrate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1190
67,4.427084065194354,3.0776866879801124,2.4617763144995033,2.3730587575470037,2.2637230126513055,2.8249875842798002,3.0296804886033057,3.0138487949091295,2.9884492404918954,2.981197581992993,2.9538190539594327,Amber Energy,Germany,Lithium Carbonate,Germany,RES-1066,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1037
68,0.6823524999122167,0.5315183093758625,0.38712170465843626,0.30047443331576174,0.2678524439387712,0.2678524439387712,0.26785244393877117,0.2678524439387712,0.2678524439387712,0.2678524439387712,0.26785244393877117,Amber Energy,Germany,Lithium Carbonate,Germany,RES-1226,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1037
69,0.0,0.0,0.0,0.0,0.19427883574788865,0.5180768953277031,0.5935218432097998,0.5935218432097998,0.5935218432097998,0.5935218432097997,0.5935218432097997,Amber Energy,Germany,Lithium Carbonate,Germany,RES-1133,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1037
70,0.0,0.0,0.0,0.009409170090486405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amber Energy,Germany,Lithium Carbonate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1037
71,3.209700020110384,2.231367391906427,1.784823457109897,1.7204675992215779,1.6412319468598695,2.0481568844291638,2.1965622025682405,2.1850839955090873,2.16666895095081,2.1614113935864143,2.14156156451477,Amber Energy,Germany,Lithium Carbonate,Germany,RES-1066,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1195
72,0.49471543807119084,0.38535846692078735,0.2806688386597872,0.2178439641539273,0.19419689846326574,0.1941968984632658,0.19419689846326568,0.19419689846326574,0.19419689846326574,0.19419689846326568,0.19419689846326568,Amber Energy,Germany,Lithium Carbonate,Germany,RES-1226,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1195
73,0.0,0.0,0.0,0.0,0.14085496769974812,0.3756132471993284,0.43031192632273046,0.4303119263227305,0.4303119263227305,0.43031192632273035,0.43031192632273035,Amber Energy,Germany,Lithium Carbonate,Germany,RES-1133,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1195
74,0.0,0.0,0.0,0.0068216483156026434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amber Energy,Germany,Lithium Carbonate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1195
75,0.9741402282289139,0.6772174118438424,0.5416918462671662,0.5220729266603408,0.498111989679233,0.6216132356125386,0.6666540773038483,0.6631704547926461,0.6575815101571819,0.6559858476034262,0.6499614475345712,Amber Energy,Germany,Lithium Hydroxide,Germany,RES-1066,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1199
76,0.15014556087221612,0.11695584713964956,0.0851826665531773,0.06610437532946757,0.0589385331355193,0.05893853313551932,0.0589385331355193,0.05893853313551931,0.05893853313551931,0.05893853313551931,0.05893853313551929,Amber Energy,Germany,Lithium Hydroxide,Germany,RES-1226,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1199
77,0.0,0.0,0.0,0.0,0.04274931910225368,0.11399818427267652,0.13059916985738504,0.13059916985738504,0.13059916985738504,0.130599169857385,0.13059916985738498,Amber Energy,Germany,Lithium Hydroxide,Germany,RES-1133,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1199
78,0.0,0.0,0.0,0.002070017419907009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amber Energy,Germany,Lithium Hydroxide,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1199
79,0.8634689514030984,0.6002792940189619,0.4801506774135656,0.4627464577216657,0.4415218927891025,0.5509922628988443,0.5909160513006606,0.5878282003017332,0.5828742111079924,0.5814598304755555,0.5761198575850565,Amber Energy,Germany,Lithium Metal,Germany,RES-1066,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1264
80,0.13308764615939556,0.10366858873464271,0.07550513328057284,0.05859251449657354,0.0522425744559279,0.052242574455927906,0.0522425744559279,0.0522425744559279,0.0522425744559279,0.0522425744559279,0.05224257445592789,Amber Energy,Germany,Lithium Metal,Germany,RES-1226,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1264
81,0.0,0.0,0.0,0.0,0.03789260382515001,0.10104694353373336,0.11576190468583328,0.11576190468583328,0.11576190468583328,0.11576190468583326,0.11576190468583325,Amber Energy,Germany,Lithium Metal,Germany,RES-1133,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1264
82,0.0,0.0,0.0,0.0018347881676448491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amber Energy,Germany,Lithium Metal,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1264
83,0.24370980117853233,0.1694258341996314,0.13552013183340245,0.1305182316650852,0.12461735020437159,0.15551481570215625,0.1667831056828092,0.16591157515262084,0.16451333643253102,0.16411413455947946,0.1626069538677736,Amber Energy,Germany,Spodumene Concentrate,Germany,RES-1066,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1222
84,0.037563323767600576,0.029259941666604488,0.021310946953987907,0.016526093832366893,0.01474520585021602,0.014745205850216023,0.014745205850216022,0.014745205850216022,0.01474520585021602,0.01474520585021602,0.014745205850216018,Amber Energy,Germany,Spodumene Concentrate,Germany,RES-1226,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1222
85,0.0,0.0,0.0,0.0,0.010694998273369371,0.02851999539565167,0.03267321972514344,0.03267321972514344,0.032673219725143435,0.032673219725143435,0.032673219725143435,Amber Energy,Germany,Spodumene Concentrate,Germany,RES-1133,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1222
86,0.0,0.0,0.0,0.0005175043549767522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amber Energy,Germany,Spodumene Concentrate,Germany,Spot Market Spod,Spodumene,Spot Market Spod,Spot Market Spod,Spot Market Spod,CNV-1222
87,0.0002329921617385587,0.00016197498489448517,1.2957331151681242,2.3730587575470037,2.2637230126513055,2.8249875842798002,3.0296804886033057,3.0138487949091295,2.9884492404918954,2.981197581992993,2.9538190539594327,Amber Energy,Germany,Lithium Carbonate,Germany,RES-1066,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1021
88,3.591139939541165e-05,2.7973175589488053e-05,0.20375791633540444,0.30047443331576174,0.2678524439387712,0.2678524439387712,0.26785244393877117,0.2678524439387712,0.2678524439387712,0.2678524439387712,0.26785244393877117,Amber Energy,Germany,Lithium Carbonate,Germany,RES-1226,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1021
89,0.0,0.0,0.0,0.0,0.19427883574788865,0.5180768953277031,0.5935218432097998,0.5935218432097998,0.5935218432097998,0.5935218432097997,0.5935218432097997,Amber Energy,Germany,Lithium Carbonate,Germany,RES-1133,Spodumene,Bolivia,Bolivia,Amber Energy,CNV-1021
