,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,Resource Company,Resource Country,Resource Region,Criteria,Resource Name,Resource SubType,Stage
26,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,Stonebridge Minerals,Germany,Germany,Tier 2 Priority,Highland Park Mine,Petalite,Feasibility Study
27,0.0,0.0,0.0,0.0,0.8571428571428571,2.2857142857142856,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,Summit Holdings,Indonesia,Europe,Tier 2 Priority,Black Rock Project,Petalite,Permitting
28,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,Redwood Group,Bolivia,Bolivia,Tier 2 Priority,Falcon Crest Mine,Spodumene,Feasibility Study
29,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,4.005978543580942,Frontier Group,Bolivia,Bolivia,Tier 2 Priority,Falcon Crest Mine,Spodumene,Feasibility Study
30,0.0,1.5735431267748383,4.196115004732901,4.807174252297131,4.807174252297131,4.807174252297131,4.807174252297131,4.807174252297131,4.807174252297131,4.807174252297131,4.807174252297131,Highland Corp,Spain,Europe,Tier 2 Priority,Timber Creek Mine,Spodumene,Feasibility Study
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19714285714285712,0.5257142857142858,0.6022714285714287,Titan Resources,Morocco,Europe,Tier 1 Priority,Moonlight Basin Deposit,Hard Rock,Production
32,0.0,0.0,0.0,2.403229502710662,6.4086120072284345,7.3418661307810735,7.3418661307810735,7.3418661307810735,7.3418661307810735,7.3418661307810735,7.3418661307810735,Falcon Holdings,Bolivia,Bolivia,Tier 2 Priority,Timber Creek Prospect,Spodumene,Exploration
33,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,Northstar Group,Germany,Germany,Tier 2 Priority,Silver Creek Project,Brine,Feasibility Study
34,0.0,0.9536625010756596,2.543100002868426,2.91343894078614,2.91343894078614,2.91343894078614,2.91343894078614,2.91343894078614,2.91343894078614,2.91343894078614,2.91343894078614,Meridian Energy,Germany,Germany,Tier 2 Priority,Amber Hills Project,Spodumene,Feasibility Study
35,1.5732570280245157,1.5732570280245157,1.5732570280245157,1.5732570280245157,1.5732570280245157,1.5732570280245157,1.5732570280245157,1.5732570280245157,1.5732570280245157,1.5732570280245157,1.5732570280245157,Highland Minerals,Spain,Europe,Tier 2 Priority,Maple Run Deposit,Spodumene,Feasibility Study
36,0.0,0.0,0.0,0.7119355476780098,1.898494793808026,2.1749630981563195,2.1749630981563195,2.1749630981563195,2.1749630981563195,2.1749630981563195,2.1749630981563195,Cascade Metals,Serbia,Middle East & Africa,Tier 2 Priority,White Pine Claim,Spodumene,Exploration
37,0.0,0.0,0.0,0.7119355476780098,1.898494793808026,2.1749630981563195,2.1749630981563195,2.1749630981563195,2.1749630981563195,2.1749630981563195,2.1749630981563195,Ironclad Holdings,Serbia,Middle East & Africa,Tier 2 Priority,White Pine Claim,Spodumene,Exploration
38,0.0,0.0,0.0,0.0,1.9073250021513186,5.08620000573685,5.82687788157228,5.82687788157228,5.82687788157228,5.82687788157228,5.82687788157228,Highland Corp,Australia,North America,Tier 2 Priority,Falcon Crest Project,Spodumene,Permitting
39,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,Granite Industries,Germany,Germany,Tier 2 Priority,Blue Mesa Project,Petalite,Feasibility Study
40,0.0,0.0,0.0,0.0,0.14791403286978508,0.39443742098609375,0.4518773704171935,0.4518773704171935,0.4518773704171935,0.4518773704171935,0.4518773704171935,Atlas Materials,United Kingdom,South America,Tier 1 Priority,Falcon Crest Claim,Brine,Production
41,0.0,0.0,0.22887900025815835,0.6103440006884222,0.6992253457886737,0.6992253457886737,0.6992253457886737,0.6992253457886737,0.6992253457886737,0.6992253457886737,0.6992253457886737,Highland Minerals,Spain,Europe,Tier 2 Priority,Maple Run Deposit,Spodumene,Expansion
42,0.0,0.0,0.0,0.0,1.2857142857142858,3.4285714285714284,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,Frontier Group,Indonesia,Europe,Tier 3 Priority,Blue Mesa Mine,Petalite,Permitting
43,0.0,0.778503309503093,2.076008825341581,2.3783276105319486,2.3783276105319486,2.3783276105319486,2.3783276105319486,2.3783276105319486,2.3783276105319486,2.3783276105319486,2.3783276105319486,Cascade Materials,Serbia,Middle East & Africa,Tier 2 Priority,Green Hollow Prospect,Spodumene,Feasibility Study
44,0.0,0.25950110316769764,0.6920029417805269,0.7927758701773163,0.7927758701773163,0.7927758701773163,0.7927758701773163,0.7927758701773163,0.7927758701773163,0.7927758701773163,0.7927758701773163,Vantage Group,Serbia,Middle East & Africa,Tier 2 Priority,Green Hollow Prospect,Spodumene,Feasibility Study
45,0.0,2.142857142857143,5.714285714285714,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,Meridian Mining,Germany,Germany,Brine,Crystal Springs Prospect,Brine,Expansion
46,3.666,3.666,3.666,3.666,3.666,3.666,3.666,3.666,3.666,3.666,3.666,Titan Holdings,Vietnam,Europe,Tier 2 Priority,Silver Creek Claim,Petalite,Feasibility Study
47,0.42857142857142855,1.1428571428571428,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,Redwood Holdings,Germany,Germany,Tier 2 Priority,Thunder Ridge Mine,Petalite,Feasibility Study
48,0.0,0.34285714285714286,0.9142857142857144,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,Silverridge Minerals,Sweden,Europe,Tier 1 Priority,Crystal Springs Mine,Petalite,Expansion
49,0.0,0.34285714285714286,0.9142857142857144,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,1.0474285714285716,Atlas Resources,Germany,Germany,Tier 2 Priority,Highland Park Project,Petalite,Expansion
50,0.0,0.42857142857142855,1.1428571428571428,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,Cascade Resources,Indonesia,Europe,Tier 2 Priority,Eagle Point Project,Petalite,Feasibility Study
51,0.0,1.2857142857142858,3.4285714285714284,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,Frontier Group,Indonesia,Europe,Tier 2 Priority,Eagle Point Project,Petalite,Feasibility Study
52,0.0,0.0,0.0,1.6085107518142787,4.289362004838075,4.914000346792621,4.914000346792621,4.914000346792621,4.914000346792621,4.914000346792621,4.914000346792621,Frontier Group,Netherlands,North America,Tier 2 Priority,White Pine Project,Spodumene,Expansion
53,0.0,0.0,0.0,1.6085107518142787,4.289362004838075,4.914000346792621,4.914000346792621,4.914000346792621,4.914000346792621,4.914000346792621,4.914000346792621,Ironclad Resources,Netherlands,North America,Tier 2 Priority,White Pine Project,Spodumene,Expansion
54,0.34041428571428567,0.34041428571428567,0.34041428571428567,0.34041428571428567,0.34041428571428567,0.34041428571428567,0.34041428571428567,0.34041428571428567,0.34041428571428567,0.34041428571428567,0.34041428571428567,Cobalt Bay Materials,Germany,Germany,Tier 1 Priority,Granite Falls Project,Spodumene,Feasibility Study
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Golden Peak Industries,Indonesia,Europe,Tier 2 Priority,Willow Bend Project,Petalite,Feasibility Study
56,0.0,1.0714285714285714,2.857142857142857,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,Silverridge Mining,Indonesia,Europe,Tier 2 Priority,Willow Bend Project,Petalite,Feasibility Study
57,0.0,0.0,0.0,0.0,1.5385755017353973,4.102868004627727,4.7003481578016375,4.7003481578016375,4.7003481578016375,4.7003481578016375,4.7003481578016375,Cascade Materials,Japan,Middle East & Africa,Tier 2 Priority,Stone Valley Deposit,Spodumene,Production
58,1.571142857142857,1.571142857142857,1.571142857142857,1.571142857142857,1.571142857142857,1.571142857142857,1.571142857142857,1.571142857142857,1.571142857142857,1.571142857142857,1.571142857142857,Granite Corp,Germany,Germany,Tier 2 Priority,Rustic Hollow Deposit,Brine,Feasibility Study
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Meridian Mining,Germany,Germany,Tier 1 Priority,Moonlight Basin Project,Spodumene,Construction
60,0.0,0.0,0.15085714285714286,0.4022857142857144,0.4608685714285715,0.4608685714285715,0.4608685714285715,0.4608685714285715,0.4608685714285715,0.4608685714285715,0.4608685714285715,Stonebridge Energy,Japan,Middle East & Africa,Tier 1 Priority,Cedar Grove Prospect,Lepidolite,Exploration
61,0.0,0.0,0.0,0.0,0.9,2.4,2.7495000000000003,2.7495000000000003,2.7495000000000003,2.7495000000000003,2.7495000000000003,Cascade Resources,Indonesia,Europe,Tier 3 Priority,Painted Mesa Claim,Petalite,Exploration
62,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,Summit Group,Germany,Germany,Tier 2 Priority,Sunset Basin Project,Brine,Feasibility Study
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Golden Peak Industries,Indonesia,Europe,Tier 2 Priority,Willow Bend Project,Petalite,Feasibility Study
64,1.6497,1.6497,1.6497,1.6497,1.6497,1.6497,1.6497,1.6497,1.6497,1.6497,1.6497,Silverridge Mining,Indonesia,Europe,Tier 2 Priority,Willow Bend Project,Petalite,Feasibility Study
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,3.4285714285714284,3.927857142857143,3.927857142857143,Cascade Resources,Japan,Middle East & Africa,Tier 2 Priority,Copperhead Prospect,Hard Rock,Production
66,0.0,0.0,0.0,0.0,0.5142857142857143,1.3714285714285714,1.571142857142857,1.571142857142857,1.571142857142857,1.571142857142857,1.571142857142857,Frontier Energy,Japan,Middle East & Africa,Tier 1 Priority,Iron Bluff Project,Lepidolite,Permitting
67,0.0,0.0,0.0,1.1742857142857142,3.1314285714285717,3.5874428571428574,3.5874428571428574,3.5874428571428574,3.5874428571428574,3.5874428571428574,3.5874428571428574,Pioneer Corp,Japan,Middle East & Africa,Tier 2 Priority,Copperhead Project,Hard Rock,Production
68,0.0,0.0,4.285714285714286,11.428571428571429,13.092857142857143,13.092857142857143,13.092857142857143,13.092857142857143,13.092857142857143,13.092857142857143,13.092857142857143,Meridian Mining,Germany,Germany,Brine,Crystal Springs Prospect,Brine,Exploration
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27600857142857144,0.7360228571428573,0.843206185714286,Sierra Metals,Japan,Middle East & Africa,Tier 1 Priority,Blue Mesa Deposit,Hard Rock,Permitting
70,0.0,0.0,0.0,0.0,1.2857142857142858,3.4285714285714284,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,3.927857142857143,Ironclad Holdings,Indonesia,Europe,Tier 2 Priority,Granite Falls Deposit,Petalite,Exploration
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.721975006453955,15.258600017210549,17.480633644716836,Amber Mining,China,North America,Tier 2 Priority,Copperhead Mine,Spodumene,Exploration
72,0.0,0.0,0.0,1.5216744829663342,4.057798621243559,4.648715545462151,4.648715545462151,4.648715545462151,4.648715545462151,4.648715545462151,4.648715545462151,Highland Corp,Spain,Europe,Tier 3 Priority,Timber Creek Mine,Spodumene,Production
73,0.0,0.0,0.0,0.0,0.0,0.0,0.2225212502509872,0.5933900006692994,0.6798024195167659,0.6798024195167659,0.6798024195167659,Silverridge Metals,Kazakhstan,South America,Tier 1 Priority,Black Rock Deposit,Spodumene,Production
74,3.5089225527713,3.5089225527713,3.5089225527713,3.5089225527713,3.5089225527713,3.5089225527713,3.5089225527713,3.5089225527713,3.5089225527713,3.5089225527713,3.5089225527713,Silverridge Mining,Bolivia,Bolivia,Tier 2 Priority,Timber Creek Project,Spodumene,Feasibility Study
75,0.0,0.0,0.0,0.0,1.1656934638148144,3.1085159035061714,3.5611935319542583,3.5611935319542583,3.5611935319542583,3.5611935319542583,3.5611935319542583,Amber Energy,Bolivia,Bolivia,Tier 2 Priority,Red Canyon Claim,Spodumene,Permitting
76,0.0,0.0,0.0,2.142857142857143,5.714285714285714,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,Titan Corp,Indonesia,Europe,Tier 2 Priority,White Pine Prospect,Petalite,Exploration
77,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.1142857142857143,0.13092857142857142,0.13092857142857142,0.13092857142857142,0.13092857142857142,Frontier Metals,Indonesia,Europe,Tier 1 Priority,Green Hollow Claim,Petalite,Permitting
78,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,Stonebridge Metals,Germany,Germany,Tier 2 Priority,Falcon Crest Prospect,Petalite,Feasibility Study
79,0.0,0.0,0.0,0.19165865992414668,0.5110897597977245,0.5855172060682682,0.5855172060682682,0.5855172060682682,0.5855172060682682,0.5855172060682682,0.5855172060682682,Blue Horizon Resources,Italy,South America,Tier 1 Priority,Willow Bend Prospect,Clay,Production
80,0.0,0.0,0.504,1.3439999999999999,1.5397200000000002,1.5397200000000002,1.5397200000000002,1.5397200000000002,1.5397200000000002,1.5397200000000002,1.5397200000000002,Falcon Minerals,Indonesia,Europe,Tier 3 Priority,Golden Ridge Claim,Petalite,Expansion
81,0.0,0.0,0.5245714285714286,1.398857142857143,1.6025657142857141,1.6025657142857141,1.6025657142857141,1.6025657142857141,1.6025657142857141,1.6025657142857141,1.6025657142857141,Meridian Corp,Indonesia,Europe,Tier 3 Priority,Golden Ridge Claim,Petalite,Expansion
82,0.0,0.0,0.0,1.0714285714285714,2.857142857142857,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,Cobalt Bay Industries,Bolivia,Bolivia,Tier 2 Priority,Sunset Basin Claim,Spodumene,Exploration
83,0.0,0.0,0.0,1.0714285714285714,2.857142857142857,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,3.273214285714286,Titan Holdings,Bolivia,Bolivia,Tier 2 Priority,Sunset Basin Claim,Spodumene,Exploration
84,1.1314285714285712,3.0171428571428573,3.4565142857142854,3.4565142857142854,3.4565142857142854,3.4565142857142854,3.4565142857142854,3.4565142857142854,3.4565142857142854,3.4565142857142854,3.4565142857142854,Titan Holdings,Germany,Germany,Tier 2 Priority,Silver Creek Claim,Petalite,Feasibility Study
85,0.0,0.0,0.0,0.0,0.0,0.0,0.38095638042969016,1.0158836811458403,1.1638217422127035,1.1638217422127035,1.1638217422127035,Silverridge Mining,Serbia,Middle East & Africa,Tier 1 Priority,Golden Ridge Prospect,Spodumene,Production
86,0.0,0.0,2.142857142857143,5.714285714285714,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,Atlas Resources,Germany,Germany,Tier 3 Priority,Rustic Hollow Mine,Petalite,Expansion
87,0.0,0.0,0.7255209998183328,1.934722666182221,2.216466654445007,2.216466654445007,2.216466654445007,2.216466654445007,2.216466654445007,2.216466654445007,2.216466654445007,Vantage Group,Serbia,Middle East & Africa,Tier 3 Priority,Eagle Point Prospect,Spodumene,Exploration
88,0.0,0.0,0.0,0.21428571428571427,0.5714285714285714,0.6546428571428571,0.6546428571428571,0.6546428571428571,0.6546428571428571,0.6546428571428571,0.6546428571428571,Titan Corp,Japan,Middle East & Africa,Tier 3 Priority,Maple Run Mine,Pegmatite,Production
89,0.0,0.0,1.7142857142857142,4.571428571428571,5.237142857142857,5.237142857142857,5.237142857142857,5.237142857142857,5.237142857142857,5.237142857142857,5.237142857142857,Stonebridge Minerals,Germany,Germany,Tier 3 Priority,Rustic Hollow Claim,Petalite,Expansion
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9345892510541461,2.4922380028110562,Crescent Energy,Bolivia,Bolivia,Tier 2 Priority,Amber Hills Claim,Spodumene,Exploration
91,0.0,0.08571428571428572,0.2285714285714286,0.2618571428571429,0.2618571428571429,0.2618571428571429,0.2618571428571429,0.2618571428571429,0.2618571428571429,0.2618571428571429,0.2618571428571429,Pioneer Resources,Indonesia,Europe,Tier 2 Priority,Blue Mesa Claim,Petalite,Feasibility Study
92,0.0,0.0,0.0,0.1287711401952441,0.34338970718731776,0.3933958332964709,0.3933958332964709,0.3933958332964709,0.3933958332964709,0.3933958332964709,0.3933958332964709,Granite Energy,Serbia,Middle East & Africa,Tier 1 Priority,Amber Hills Prospect,Spodumene,Production
93,0.0,0.0,0.42857142857142855,1.1428571428571428,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,Ironclad Holdings,Indonesia,Europe,Tier 2 Priority,Granite Falls Deposit,Petalite,Expansion
94,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,1.3092857142857142,Northstar Minerals,Germany,Germany,Tier 2 Priority,Highland Park Claim,Petalite,Feasibility Study
95,0.0,0.8571428571428571,2.2857142857142856,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,2.6185714285714283,Pioneer Energy,Germany,Germany,Tier 2 Priority,Stone Valley Claim,Petalite,Expansion
96,0.0,0.0,0.0,0.375,1.0,1.1456250000000001,1.1456250000000001,1.1456250000000001,1.1456250000000001,1.1456250000000001,1.1456250000000001,Horizon Resources,South Africa,Middle East & Africa,Tier 2 Priority,Sunset Basin Prospect,Hard Rock,Exploration
97,0.0,0.0,0.0,0.375,1.0,1.1456250000000001,1.1456250000000001,1.1456250000000001,1.1456250000000001,1.1456250000000001,1.1456250000000001,Frontier Group,South Africa,Middle East & Africa,Tier 2 Priority,Sunset Basin Prospect,Hard Rock,Exploration
98,0.0,0.0,0.0,0.0,0.21857142857142858,0.582857142857143,0.6677357142857143,0.6677357142857143,0.6677357142857143,0.6677357142857143,0.6677357142857143,Atlas Energy,Indonesia,Europe,Tier 1 Priority,Iron Bluff Prospect,Petalite,Production
99,0.0,0.0,0.0,0.0,0.6514285714285714,1.737142857142857,1.9901142857142857,1.9901142857142857,1.9901142857142857,1.9901142857142857,1.9901142857142857,Pioneer Materials,Vietnam,Europe,Tier 2 Priority,Copperhead Claim,Petalite,Exploration
100,0.0,0.0,0.6428571428571429,1.7142857142857142,1.9639285714285715,1.9639285714285715,1.9639285714285715,1.9639285714285715,1.9639285714285715,1.9639285714285715,1.9639285714285715,Silverridge Mining,Indonesia,Europe,Tier 2 Priority,Painted Mesa Prospect,Petalite,Expansion
101,0.0,0.0,2.142857142857143,5.714285714285714,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,Horizon Materials,Germany,Germany,Tier 3 Priority,White Pine Mine,Petalite,Expansion
102,0.0,0.0,2.142857142857143,5.714285714285714,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,6.546428571428572,Horizon Materials,Germany,Germany,Tier 3 Priority,White Pine Mine,Petalite,Expansion
103,0.0,0.0,0.0,0.0,0.9536625010756593,2.543100002868425,2.913438940786139,2.913438940786139,2.913438940786139,2.913438940786139,2.913438940786139,Frontier Group,Netherlands,North America,Tier 2 Priority,White Pine Project,Spodumene,Expansion
